Urn,State,Seq
urn:cite:phoros:seqcommon.407,urn:cite:phoros:places.107,407
urn:cite:phoros:seqcommon.408,urn:cite:phoros:places.107,408
urn:cite:phoros:seqcommon.409,urn:cite:phoros:places.198,409
urn:cite:phoros:seqcommon.410,urn:cite:phoros:places.154,410
urn:cite:phoros:seqcommon.411,urn:cite:phoros:places.177,411
urn:cite:phoros:seqcommon.412,urn:cite:phoros:places.178,412
urn:cite:phoros:seqcommon.413,urn:cite:phoros:places.66,413
urn:cite:phoros:seqcommon.414,urn:cite:phoros:places.179,414
urn:cite:phoros:seqcommon.415,urn:cite:phoros:places.180,415
urn:cite:phoros:seqcommon.416,urn:cite:phoros:places.120,416
urn:cite:phoros:seqcommon.417,urn:cite:phoros:places.35,417
urn:cite:phoros:seqcommon.418,urn:cite:phoros:places.25,418
urn:cite:phoros:seqcommon.419,urn:cite:phoros:places.24,419
urn:cite:phoros:seqcommon.420,urn:cite:phoros:places.50,420
urn:cite:phoros:seqcommon.421,urn:cite:phoros:places.49,421
urn:cite:phoros:seqcommon.422,urn:cite:phoros:places.36,422
urn:cite:phoros:seqcommon.423,urn:cite:phoros:places.37,423
urn:cite:phoros:seqcommon.424,urn:cite:phoros:places.38,424
urn:cite:phoros:seqcommon.425,urn:cite:phoros:places.47,425
urn:cite:phoros:seqcommon.426,urn:cite:phoros:places.8,426
urn:cite:phoros:seqcommon.427,urn:cite:phoros:places.8,427
urn:cite:phoros:seqcommon.428,urn:cite:phoros:places.167,428
urn:cite:phoros:seqcommon.429,urn:cite:phoros:places.181,429
urn:cite:phoros:seqcommon.430,urn:cite:phoros:places.168,430
urn:cite:phoros:seqcommon.431,urn:cite:phoros:places.38,431
urn:cite:phoros:seqcommon.432,urn:cite:phoros:places.39,432
urn:cite:phoros:seqcommon.433,urn:cite:phoros:places.53,433
urn:cite:phoros:seqcommon.434,urn:cite:phoros:places.57,434
urn:cite:phoros:seqcommon.435,urn:cite:phoros:places.56,435
urn:cite:phoros:seqcommon.436,urn:cite:phoros:places.182,436
urn:cite:phoros:seqcommon.437,urn:cite:phoros:places.40,437
urn:cite:phoros:seqcommon.438,urn:cite:phoros:places.41,438
urn:cite:phoros:seqcommon.439,urn:cite:phoros:places.42,439
urn:cite:phoros:seqcommon.440,urn:cite:phoros:places.42,440
urn:cite:phoros:seqcommon.441,urn:cite:phoros:places.43,441
urn:cite:phoros:seqcommon.442,urn:cite:phoros:places.43,442
urn:cite:phoros:seqcommon.443,urn:cite:phoros:places.44,443
urn:cite:phoros:seqcommon.444,urn:cite:phoros:places.45',444
urn:cite:phoros:seqcommon.445,urn:cite:phoros:places.46,445
urn:cite:phoros:seqcommon.446,urn:cite:phoros:places.47,446
urn:cite:phoros:seqcommon.447,urn:cite:phoros:places.48,447
urn:cite:phoros:seqcommon.448,urn:cite:phoros:places.49,448
urn:cite:phoros:seqcommon.449,urn:cite:phoros:places.181,449
urn:cite:phoros:seqcommon.450,urn:cite:phoros:places.83,450
urn:cite:phoros:seqcommon.451,urn:cite:phoros:places.50,451
urn:cite:phoros:seqcommon.452,urn:cite:phoros:places.14,452
urn:cite:phoros:seqcommon.453,urn:cite:phoros:places.183,453
urn:cite:phoros:seqcommon.454,urn:cite:phoros:places.183,454
urn:cite:phoros:seqcommon.455,urn:cite:phoros:places.57,455
urn:cite:phoros:seqcommon.456,urn:cite:phoros:places.54,456
urn:cite:phoros:seqcommon.457,urn:cite:phoros:places.55,457
urn:cite:phoros:seqcommon.458,urn:cite:phoros:places.156,458
urn:cite:phoros:seqcommon.459,urn:cite:phoros:places.51,459
urn:cite:phoros:seqcommon.460,urn:cite:phoros:places.51,460
urn:cite:phoros:seqcommon.461,urn:cite:phoros:places.110,461
urn:cite:phoros:seqcommon.462,urn:cite:phoros:places.21,462
urn:cite:phoros:seqcommon.463,urn:cite:phoros:places.52,463
urn:cite:phoros:seqcommon.464,urn:cite:phoros:places.53urn:cite:phoros:places.54,464
urn:cite:phoros:seqcommon.465,urn:cite:phoros:places.54urn:cite:phoros:places.55,465
urn:cite:phoros:seqcommon.466,urn:cite:phoros:places.55,466
urn:cite:phoros:seqcommon.467,urn:cite:phoros:places.56,467
urn:cite:phoros:seqcommon.468,urn:cite:phoros:places.57,468
urn:cite:phoros:seqcommon.469,urn:cite:phoros:places.58urn:cite:phoros:places.59,469
urn:cite:phoros:seqcommon.470,urn:cite:phoros:places.59,470
urn:cite:phoros:seqcommon.471,urn:cite:phoros:places.60,471
urn:cite:phoros:seqcommon.472,urn:cite:phoros:places.96,472
urn:cite:phoros:seqcommon.473,urn:cite:phoros:places.115,473
urn:cite:phoros:seqcommon.474,urn:cite:phoros:places.61,474
urn:cite:phoros:seqcommon.475,urn:cite:phoros:places.62,475
urn:cite:phoros:seqcommon.476,urn:cite:phoros:places.63,476
urn:cite:phoros:seqcommon.477,urn:cite:phoros:places.64,477
urn:cite:phoros:seqcommon.478,urn:cite:phoros:places.133,478
urn:cite:phoros:seqcommon.479,urn:cite:phoros:places.19,479
urn:cite:phoros:seqcommon.480,urn:cite:phoros:places.65,480
urn:cite:phoros:seqcommon.481,urn:cite:phoros:places.66,481
urn:cite:phoros:seqcommon.482,urn:cite:phoros:places.67,482
urn:cite:phoros:seqcommon.483,urn:cite:phoros:places.68,483
urn:cite:phoros:seqcommon.484,urn:cite:phoros:places.162,484
urn:cite:phoros:seqcommon.485,urn:cite:phoros:places.70,485
urn:cite:phoros:seqcommon.486,urn:cite:phoros:places.71,486
urn:cite:phoros:seqcommon.487,urn:cite:phoros:places.72,487
urn:cite:phoros:seqcommon.488,urn:cite:phoros:places.73,488
urn:cite:phoros:seqcommon.489,urn:cite:phoros:places.74,489
urn:cite:phoros:seqcommon.490,urn:cite:phoros:places.74,490
urn:cite:phoros:seqcommon.491,urn:cite:phoros:places.32,491
urn:cite:phoros:seqcommon.492,urn:cite:phoros:places.12,492
urn:cite:phoros:seqcommon.493,urn:cite:phoros:places.5,493
urn:cite:phoros:seqcommon.494,urn:cite:phoros:places.93,494
urn:cite:phoros:seqcommon.495,urn:cite:phoros:places.201,495
urn:cite:phoros:seqcommon.496,urn:cite:phoros:places.201,496
urn:cite:phoros:seqcommon.497,urn:cite:phoros:places.75,497
urn:cite:phoros:seqcommon.498,urn:cite:phoros:places.75,498
urn:cite:phoros:seqcommon.499,urn:cite:phoros:places.76,499
urn:cite:phoros:seqcommon.500,urn:cite:phoros:places.77,500
urn:cite:phoros:seqcommon.501,urn:cite:phoros:places.116,501
urn:cite:phoros:seqcommon.502,urn:cite:phoros:places.118,502
urn:cite:phoros:seqcommon.503,urn:cite:phoros:places.60,503
urn:cite:phoros:seqcommon.504,urn:cite:phoros:places.5,504
urn:cite:phoros:seqcommon.505,urn:cite:phoros:places.11,505
urn:cite:phoros:seqcommon.506,urn:cite:phoros:places.97,506
urn:cite:phoros:seqcommon.507,urn:cite:phoros:places.130,507
urn:cite:phoros:seqcommon.508,urn:cite:phoros:places.139,508
urn:cite:phoros:seqcommon.509,urn:cite:phoros:places.140,509
urn:cite:phoros:seqcommon.510,urn:cite:phoros:places.98,510
