Payment,TextPassage,TextContent,Sequence,Year,Place,Obols,ChangeStatus,ChangeAmount
urn:cite:phoros:payrec.690,urn:cts:phoros:stele1.year8:right.1.56,ΧΑΛΧΕΔΟΝΙΟΙ,690,8,urn:cite:phoros:places.115,5400,up,899
urn:cite:phoros:payrec.691,urn:cts:phoros:stele1.year8:right.1.57,ΣΕΛΥΜΒΡΙΑΝΟΙ,691,8,urn:cite:phoros:places.159,3600,same,0
urn:cite:phoros:payrec.698,urn:cts:phoros:stele1.year8:right.1.65,ΣΙΝΓΙΟΙ,698,8,urn:cite:phoros:places.60,1200,down,1200
urn:cite:phoros:payrec.699,urn:cts:phoros:stele1.year8:right.1.66,ΠΑΡΠΑΡΙΟΙ,699,8,urn:cite:phoros:places.151,100,same,0
urn:cite:phoros:payrec.700,urn:cts:phoros:stele1.year8:right.1.67,ΣΚΑΦΣΑΙΟΙ,700,8,urn:cite:phoros:places.131,100,down,500
urn:cite:phoros:payrec.701,urn:cts:phoros:stele1.year8:right.1.68,ΣΕΡΜΕΣ,701,8,urn:cite:phoros:places.188,50,same,0
urn:cite:phoros:payrec.702,urn:cts:phoros:stele1.year8:right.1.69,ΙΚΙΟΙ,702,8,urn:cite:phoros:places.157,150,same,0
urn:cite:phoros:payrec.703,urn:cts:phoros:stele1.year8:right.1.70,ΣΙΓΕΙΕΣ,703,8,urn:cite:phoros:places.193,100,same,0
urn:cite:phoros:payrec.704,urn:cts:phoros:stele1.year8:right.1.71,ΗΑΡΠΑΓΙΟΙ,704,8,urn:cite:phoros:places.213,30,same,0
urn:cite:phoros:payrec.705,urn:cts:phoros:stele1.year8:right.1.72,ΠΕΠΑΡΕΘΙΟΙ,705,8,urn:cite:phoros:places.22,1800,same,0
urn:cite:phoros:payrec.706,urn:cts:phoros:stele1.year8:right.1.73,ΚΥΘΝΙΟΙ,706,8,urn:cite:phoros:places.194,1800,same,0
urn:cite:phoros:payrec.707,urn:cts:phoros:stele1.year8:right.1.74,ΔΑΡΔΑΝΕΣ,707,8,urn:cite:phoros:places.158,600,down,300
urn:cite:phoros:payrec.708,urn:cts:phoros:stele1.year8:right.1.75,ΠΡΙΑΝΕΣ,708,8,urn:cite:phoros:places.101,600,same,0
urn:cite:phoros:payrec.709,urn:cts:phoros:stele1.year8:right.1.76,ΣΤΥΡΕΣ,709,8,urn:cite:phoros:places.195,600,same,0
urn:cite:phoros:payrec.710,urn:cts:phoros:stele1.year8:right.1.77,ΑΘΕΝΑΙΟΙ,710,8,urn:cite:phoros:places.121,200,same,0
urn:cite:phoros:payrec.711,urn:cts:phoros:stele1.year8:right.1.78,ΒΕΡΥΣΙΟΙ,711,8,urn:cite:phoros:places.75,100,same,0
urn:cite:phoros:payrec.712,urn:cts:phoros:stele1.year8:right.1.79,ΒΥΖΑΝΤΙΟΙ,712,8,urn:cite:phoros:places.139,,,
urn:cite:phoros:payrec.713,urn:cts:phoros:stele1.year8:right.1.80,ΧΑΛΚΙΔΕΣ,713,8,urn:cite:phoros:places.215,3000,same,0
urn:cite:phoros:payrec.714,urn:cts:phoros:stele1.year8:right.1.81,ΝΕΟΠΟΛΙΤΑΙ,714,8,urn:cite:phoros:places.30,300,down,50
urn:cite:phoros:payrec.715,urn:cts:phoros:stele1.year8:right.1.82,ΛΑΜΠΟΝΕΙΑ,715,8,urn:cite:phoros:places.37,100,same,0
urn:cite:phoros:payrec.716,urn:cts:phoros:stele1.year8:right.1.83,ΠΑΙΣΕΝΟΙ,716,8,urn:cite:phoros:places.116,100,same,0
urn:cite:phoros:payrec.717,urn:cts:phoros:stele1.year8:right.1.84,ΠΕΡΚΟΤΕ,717,8,urn:cite:phoros:places.123,100,same,0
urn:cite:phoros:payrec.718,urn:cts:phoros:stele1.year8:right.1.85,ΗΕΣΣΙΟΙ,718,8,urn:cite:phoros:places.35,600,same,0
urn:cite:phoros:payrec.719,urn:cts:phoros:stele1.year8:right.1.86,ΗΥΛΙΜΕΣ,719,8,urn:cite:phoros:places.181,,,
urn:cite:phoros:payrec.720,urn:cts:phoros:stele1.year8:right.1.90,ΛΑΜΦΣΑΚΕΝΟΙ,720,8,urn:cite:phoros:places.95,,,
urn:cite:phoros:payrec.721,urn:cts:phoros:stele1.year8:right.1.91,ΧΕΡΡΟΝΕΣΙΤΑΙ,721,8,urn:cite:phoros:places.18,,,
urn:cite:phoros:payrec.722,urn:cts:phoros:stele1.year8:right.1.92,ΚΟΙΟΙ,722,8,urn:cite:phoros:places.160,,,
urn:cite:phoros:payrec.723,urn:cts:phoros:stele1.year8:right.1.93,ΒΕΡΓΑΙΟΙ,723,8,urn:cite:phoros:places.133,324,down,4746
urn:cite:phoros:payrec.724,urn:cts:phoros:stele1.year8:right.1.94,ΘΑΣΙΟΙ,724,8,urn:cite:phoros:places.61,324,down,1476
urn:cite:phoros:payrec.725,urn:cts:phoros:stele1.year8:right.1.95,ΚΥΖΙΚΕΝΟΙ,725,8,urn:cite:phoros:places.140,432,same,0
urn:cite:phoros:payrec.726,urn:cts:phoros:stele1.year8:right.1.96,ΕΦΑΙΣΣΤΙΕΣ,726,8,urn:cite:phoros:places.94,216,down,1584
urn:cite:phoros:payrec.727,urn:cts:phoros:stele1.year8:right.1.97,ΛΙΜΝΙΟΙ,727,8,urn:cite:phoros:places.216,200,same,0
urn:cite:phoros:payrec.728,urn:cts:phoros:stele1.year8:right.1.98,ΑΒΥΔΕΝΟΙ,728,8,urn:cite:phoros:places.19,,,
urn:cite:phoros:payrec.729,urn:cts:phoros:stele1.year8:right.1.99,ΔΑΡΔΑΝΕΣ,729,8,urn:cite:phoros:places.158,324,down,576
urn:cite:phoros:payrec.730,urn:cts:phoros:stele1.year8:right.1.100,ΕΛΑΙΟΣΙΟΙ,730,8,urn:cite:phoros:places.212,300,same,0
urn:cite:phoros:payrec.731,urn:cts:phoros:stele1.year8:right.1.101,ΣΙΓΕΙΕΣ,731,8,urn:cite:phoros:places.193,24,down,76
urn:cite:phoros:payrec.732,urn:cts:phoros:stele1.year8:right.1.102,ΤΕΝΕΔΙΟΙ,732,8,urn:cite:phoros:places.107,324,down,2376
urn:cite:phoros:payrec.733,urn:cts:phoros:stele1.year8:right.1.103,ΒΥΖΑΝΤΙΟΙ,733,8,urn:cite:phoros:places.139,2880,down,6120
urn:cite:phoros:payrec.734,urn:cts:phoros:stele1.year8:right.1.104,ΒΥΖΑΝΤΙΟΙ,734,8,urn:cite:phoros:places.139,2384,down,6616
urn:cite:phoros:payrec.735,urn:cts:phoros:stele1.year8:right.1.105,ΕΣΕΙΟΝΑΗΑΒΔΕΡΙ,735,8,urn:cite:phoros:places.52,600,down,7112
urn:cite:phoros:payrec.736,urn:cts:phoros:stele1.year8:right.1.106,ΑΙΝΙΟΙ,736,8,urn:cite:phoros:places.5,855.5,down,6344.5
urn:cite:phoros:payrec.737,urn:cts:phoros:stele1.year8:right.1.107,ΘΑΣΙΟΙ,737,8,urn:cite:phoros:places.61,,,
urn:cite:phoros:payrec.738,urn:cts:phoros:stele1.year8:right.1.108,ΜΙΛΕΣΙΟΙ,738,8,urn:cite:phoros:places.117,6000,same,0
urn:cite:phoros:payrec.739,urn:cts:phoros:stele1.year8:right.1.109,ΛΑΤΜΙΟΙ,739,8,urn:cite:phoros:places.99,600,same,0
urn:cite:phoros:payrec.740,urn:cts:phoros:stele1.year8:right.1.110,ΜΥΕΣΣΙΟΙ,740,8,urn:cite:phoros:places.119,600,down,300
urn:cite:phoros:payrec.741,urn:cts:phoros:stele1.year8:right.1.111,ΕΦΕΣΙΟΙ,741,8,urn:cite:phoros:places.4,4500,same,0
urn:cite:phoros:payrec.742,urn:cts:phoros:stele1.year8:right.1.112,ΙΑΣΕΣ,742,8,urn:cite:phoros:places.199,600,same,0
urn:cite:phoros:payrec.743,urn:cts:phoros:stele1.year8:right.1.113,ΚΙΝΔΥΕΣ,743,8,urn:cite:phoros:places.102,600,same,0
urn:cite:phoros:payrec.744,urn:cts:phoros:stele1.year8:right.2.6,ΣΑΝΑΙΟΙ,744,8,urn:cite:phoros:places.14,600,same,0
urn:cite:phoros:payrec.745,urn:cts:phoros:stele1.year8:right.2.7,ΣΥΡΙΟΙ,745,8,urn:cite:phoros:places.135,100,down,50
urn:cite:phoros:payrec.746,urn:cts:phoros:stele1.year8:right.2.8,ΟΘΟΡΙΟΙ,746,8,urn:cite:phoros:places.206,50,down,50
urn:cite:phoros:payrec.747,urn:cts:phoros:stele1.year8:right.2.9,ΚΕΒΡΕΝΙΟΙ,747,8,urn:cite:phoros:places.49,1800,same,0
urn:cite:phoros:payrec.748,urn:cts:phoros:stele1.year8:right.2.11,ΚΟΔΑΠΕΣ,748,8,urn:cite:phoros:places.90,100,same,0
urn:cite:phoros:payrec.749,urn:cts:phoros:stele1.year8:right.2.12,ΚΥΔΑΙΕΣ,749,8,urn:cite:phoros:places.168,40,same,0
urn:cite:phoros:payrec.750,urn:cts:phoros:stele1.year8:right.2.13,ΔΙΟΣΙΡΙΤΑΙ,750,8,urn:cite:phoros:places.25,100,same,0
urn:cite:phoros:payrec.751,urn:cts:phoros:stele1.year8:right.2.14,ΧΑΛΚΕΤΟΡΕΣ,751,8,urn:cite:phoros:places.167,210,up,10
urn:cite:phoros:payrec.752,urn:cts:phoros:stele1.year8:right.2.15,ΟΛΟΦΥΧΣΙΟΙ,752,8,urn:cite:phoros:places.15,,,
urn:cite:phoros:payrec.753,urn:cts:phoros:stele1.year8:right.2.16,ΚΛΑΖΟΜΕΝΙΟΙ,753,8,urn:cite:phoros:places.44,900,same,0
urn:cite:phoros:payrec.754,urn:cts:phoros:stele1.year8:right.2.17,ΗΑΒΔΕΡΙΤΑΙ,754,8,urn:cite:phoros:places.52,9000,up,1288
urn:cite:phoros:payrec.755,urn:cts:phoros:stele1.year8:right.2.18,ΚΑΛΥΔΝΙΟΙ,755,8,urn:cite:phoros:places.109,900,same,0
urn:cite:phoros:payrec.756,urn:cts:phoros:stele1.year8:right.2.19,ΝΟΤΙΕΣ,756,8,urn:cite:phoros:places.24,200,same,0
urn:cite:phoros:payrec.757,urn:cts:phoros:stele1.year8:right.2.20,ΓΑΡΓΑΡΕΣ,757,8,urn:cite:phoros:places.118,450,same,0
urn:cite:phoros:payrec.758,urn:cts:phoros:stele1.year8:right.2.21,ΦΑΣΕΛΙΤΑΙ,758,8,urn:cite:phoros:places.47,1800,down,1800
urn:cite:phoros:payrec.759,urn:cts:phoros:stele1.year8:right.2.22,ΔΙΕΣ,759,8,urn:cite:phoros:places.16,600,same,0
urn:cite:phoros:payrec.760,urn:cts:phoros:stele1.year8:right.2.23,ΚΝΙΔΙΟΙ,760,8,urn:cite:phoros:places.125,300,down,1500
urn:cite:phoros:payrec.761,urn:cts:phoros:stele1.year8:right.2.24,ΣΠΑΡΤΟΛΙΟΙ,761,8,urn:cite:phoros:places.26,1200,same,0
urn:cite:phoros:payrec.762,urn:cts:phoros:stele1.year8:right.2.25,ΣΤΡΕΦΣΑΙΟΙ,762,8,urn:cite:phoros:places.39,600,same,0
urn:cite:phoros:payrec.763,urn:cts:phoros:stele1.year8:right.2.26,ΚΕΔΡΙΑΤΑΙ,763,8,urn:cite:phoros:places.64,300,same,0
urn:cite:phoros:payrec.764,urn:cts:phoros:stele1.year8:right.2.27,ΙΕΛΥΣΙΟΙ,764,8,urn:cite:phoros:places.128,6000,same,0
urn:cite:phoros:payrec.765,urn:cts:phoros:stele1.year8:right.2.28,ΑΣΣΤΥΠΑΛΑΙΕΣ,765,8,urn:cite:phoros:places.92,1200,same,0
urn:cite:phoros:payrec.766,urn:cts:phoros:stele1.year8:right.2.29,ΣΕΡΒΥΛΙΕΣ,766,8,urn:cite:phoros:places.56,1800,down,2832
urn:cite:phoros:payrec.767,urn:cts:phoros:stele1.year8:right.2.30,ΣΚΑΒΛΑΙΟΙ,767,8,urn:cite:phoros:places.54,300,same,0
urn:cite:phoros:payrec.768,urn:cts:phoros:stele1.year8:right.2.31,ΜΕΝΔΑΙΟΙ,768,8,urn:cite:phoros:places.112,9000,up,4200
urn:cite:phoros:payrec.769,urn:cts:phoros:stele1.year8:right.2.32,ΣΤΟΛΙΟΙ,769,8,urn:cite:phoros:places.58,500,up,100
urn:cite:phoros:payrec.770,urn:cts:phoros:stele1.year8:right.2.33,ΗΕΔΡΟΛΙΟΙ,770,8,urn:cite:phoros:places.207,100,up,50
urn:cite:phoros:payrec.771,urn:cts:phoros:stele1.year8:right.2.34,ΡΕΝΑΙΕΣ,771,8,urn:cite:phoros:places.148,30,down,70
urn:cite:phoros:payrec.772,urn:cts:phoros:stele1.year8:right.2.35,ΠΡΙΑΠΕΣ,772,8,urn:cite:phoros:places.127,50,same,0
urn:cite:phoros:payrec.773,urn:cts:phoros:stele1.year8:right.2.36,ΗΕΣΣΤΙΑΙΕΣ,773,8,urn:cite:phoros:places.196,98,down,2
urn:cite:phoros:payrec.774,urn:cts:phoros:stele1.year8:right.2.37,ΚΟΙΟΙ,774,8,urn:cite:phoros:places.160,2196,down,804
urn:cite:phoros:payrec.775,urn:cts:phoros:stele1.year8:right.2.38,ΦΟΚΑΙΕΣ,775,8,urn:cite:phoros:places.38,1800,up,800
urn:cite:phoros:payrec.776,urn:cts:phoros:stele1.year8:right.2.39,ΠΑΛΑΙΠΕΡΚΟΣΙΟΙ,776,8,urn:cite:phoros:places.153,100,same,0
urn:cite:phoros:payrec.777,urn:cts:phoros:stele1.year8:right.2.40,ΓΑΛΕΦΣΙΟΙ,777,8,urn:cite:phoros:places.208,720,down,180
urn:cite:phoros:payrec.778,urn:cts:phoros:stele1.year8:right.2.41,ΒΑΡΓΥΛΙΕΣ,778,8,urn:cite:phoros:places.103,400,up,300
urn:cite:phoros:payrec.779,urn:cts:phoros:stele1.year8:right.2.42,ΣΑΜΟΘΡΑΙΚΕΣ,779,8,urn:cite:phoros:places.93,3600,up,1800
urn:cite:phoros:payrec.780,urn:cts:phoros:stele1.year8:right.2.43,ΑΣΣΕΡΙΤΑΙ,780,8,urn:cite:phoros:places.55,2400,same,0
urn:cite:phoros:payrec.781,urn:cts:phoros:stele1.year8:right.2.44,ΔΙΚΑΙΑ,781,8,urn:cite:phoros:places.51,300,same,0
urn:cite:phoros:payrec.782,urn:cts:phoros:stele1.year8:right.2.45,ΔΙΕΣ,782,8,urn:cite:phoros:places.16,200,down,400
urn:cite:phoros:payrec.783,urn:cts:phoros:stele1.year8:right.2.46,ΕΥΡΥΜΑΧΙΤΑΙ,783,8,urn:cite:phoros:places.209,100,same,0
urn:cite:phoros:payrec.784,urn:cts:phoros:stele1.year8:right.2.47,ΒΡΥΚΟΝΤΙΟΙ,784,8,urn:cite:phoros:places.210,50,same,0
urn:cite:phoros:payrec.785,urn:cts:phoros:stele1.year8:right.2.48,ΚΙΑΝΟΙ,785,8,urn:cite:phoros:places.72,100,same,0
urn:cite:phoros:payrec.786,urn:cts:phoros:stele1.year8:right.2.49,ΑΡΚΕΣΣΕΙΑ,786,8,urn:cite:phoros:places.180,100,same,0
urn:cite:phoros:payrec.787,urn:cts:phoros:stele1.year8:right.2.50,ΗΥΜΙΣΣΕΣ,787,8,urn:cite:phoros:places.161,120,same,0
urn:cite:phoros:payrec.788,urn:cts:phoros:stele1.year8:right.2.51,ΥΔΙΣΣΕΣ,788,8,urn:cite:phoros:places.211,600,same,0
urn:cite:phoros:payrec.789,urn:cts:phoros:stele1.year8:right.2.52,ΗΑΙΡΑΙΟΙ,789,8,urn:cite:phoros:places.27,1800,same,0
urn:cite:phoros:payrec.790,urn:cts:phoros:stele1.year8:right.2.53,ΔΑΜΝΙΟΤΕΙΧΙΤΑΙ,790,8,urn:cite:phoros:places.130,100,same,0
urn:cite:phoros:payrec.791,urn:cts:phoros:stele1.year8:right.2.54,ΠΑΡΙΟΙ,791,8,urn:cite:phoros:places.192,9720,same,0
urn:cite:phoros:payrec.792,urn:cts:phoros:stele1.year8:right.2.55,ΝΑΧΣΙΟΙ,792,8,urn:cite:phoros:places.197,4000,same,0
urn:cite:phoros:payrec.793,urn:cts:phoros:stele1.year8:right.2.56,ΚΑΡΥΣΤΙΟΙ,793,8,urn:cite:phoros:places.149,3000,down,1500
urn:cite:phoros:payrec.794,urn:cts:phoros:stele1.year8:right.2.57,ΚΕΙΟΙ,794,8,urn:cite:phoros:places.166,2400,same,0
urn:cite:phoros:payrec.795,urn:cts:phoros:stele1.year8:right.2.58,ΣΕΡΙΦΙΟΙ,795,8,urn:cite:phoros:places.146,600,down,600
urn:cite:phoros:payrec.796,urn:cts:phoros:stele1.year8:right.2.59,ΛΑΜΦΣΑΚΕΝΟΙ,796,8,urn:cite:phoros:places.95,360,down,6840
urn:cite:phoros:payrec.797,urn:cts:phoros:stele1.year8:right.2.61,ΑΙΓΑΝΤΙΟΙ,797,8,urn:cite:phoros:places.143,300,same,0
urn:cite:phoros:payrec.798,urn:cts:phoros:stele1.year8:right.2.62,ΤΕΝΙΟΙ,798,8,urn:cite:phoros:places.190,1800,same,0
urn:cite:phoros:payrec.799,urn:cts:phoros:stele1.year8:right.2.63,ΤΕΙΟΙ,799,8,urn:cite:phoros:places.152,3600,same,0
urn:cite:phoros:payrec.800,urn:cts:phoros:stele1.year8:right.2.64,ΑΝΔΡΙΟΙ,800,8,urn:cite:phoros:places.145,3600,down,3600
urn:cite:phoros:payrec.801,urn:cts:phoros:stele1.year8:right.2.65,ΜΥΚΟΝΙΟΙ,801,8,urn:cite:phoros:places.114,900,same,0
urn:cite:phoros:payrec.802,urn:cts:phoros:stele1.year8:right.2.66,ΘΑΣΙΟΙ,802,8,urn:cite:phoros:places.61,,,
urn:cite:phoros:payrec.803,urn:cts:phoros:stele1.year8:right.2.67,ΑΒΥΔΕΝΟΙ,803,8,urn:cite:phoros:places.19,,,
urn:cite:phoros:payrec.804,urn:cts:phoros:stele1.year8:right.2.68,ΕΡΕΤΡΙΕΣ,804,8,urn:cite:phoros:places.214,3600,same,0
urn:cite:phoros:payrec.805,urn:cts:phoros:stele1.year8:right.2.69,ΒΡΥΓΧΕΙΕΣ,805,8,urn:cite:phoros:places.150,100,same,0
urn:cite:phoros:payrec.806,urn:cts:phoros:stele1.year8:right.2.70,ΣΙΦΝΙΟΙ,806,8,urn:cite:phoros:places.191,1800,same,0
urn:cite:phoros:payrec.807,urn:cts:phoros:stele1.year8:right.2.71,ΤΟΡΟΝΑΙΟΙ,807,8,urn:cite:phoros:places.13,7200,same,0
urn:cite:phoros:payrec.808,urn:cts:phoros:stele1.year8:right.2.72,ΙΑΤΑΙ,808,8,urn:cite:phoros:places.77,,,
urn:cite:phoros:payrec.809,urn:cts:phoros:stele1.year8:right.2.73,ΔΙΔΥΜΟΤΕΙΧΙΤΑΙ,809,8,urn:cite:phoros:places.42,100,same,0
urn:cite:phoros:payrec.810,urn:cts:phoros:stele1.year8:right.2.100,ΣΑΝΑΙΟΙ,810,8,urn:cite:phoros:places.14,100,down,500
urn:cite:phoros:payrec.811,urn:cts:phoros:stele1.year8:right.2.101,ΤΟΡΟΝΑΙΟΙ,811,8,urn:cite:phoros:places.13,2456,down,4744
urn:cite:phoros:payrec.812,urn:cts:phoros:stele1.year8:right.2.102,ΚΟΙΟΙ,812,8,urn:cite:phoros:places.160,216,down,2784
urn:cite:phoros:payrec.813,urn:cts:phoros:stele1.year8:right.2.103,ΜΑΔΝΑΣΕΣ,813,8,urn:cite:phoros:places.7,600,down,600
urn:cite:phoros:payrec.814,urn:cts:phoros:stele1.year8:right.2.104,ΠΕΛΕΙΑΤΑΙ,814,8,urn:cite:phoros:places.98,300,down,100
urn:cite:phoros:payrec.815,urn:cts:phoros:stele1.year8:right.2.105,ΜΥΛΑΣΕΣ,815,8,urn:cite:phoros:places.176,600,same,0
urn:cite:phoros:payrec.816,urn:cts:phoros:stele1.year8:right.2.106,ΗΥΡΟΜΕΣ,816,8,urn:cite:phoros:places.217,250,same,0
urn:cite:phoros:payrec.817,urn:cts:phoros:stele1.year8:right.2.107,ΚΑΡΥΑΝΓΕΣ,817,8,urn:cite:phoros:places.111,50,down,50
urn:cite:phoros:payrec.818,urn:cts:phoros:stele1.year8:right.2.108,ΕΣΣΤΕΝΕΔΟΝ,818,8,urn:cite:phoros:places.107,216,down,2484
urn:cite:phoros:payrec.819,urn:cts:phoros:stele1.year8:right.2.109,ΕΚΣΤΕΝΕΔΟΝ,819,8,urn:cite:phoros:places.107,216,down,2484
urn:cite:phoros:payrec.820,urn:cts:phoros:stele1.year8:right.2.110,ΕΡΥΘΡΑΙΟΙ,820,8,urn:cite:phoros:places.198,200,down,4930
urn:cite:phoros:payrec.821,urn:cts:phoros:stele1.year8:right.2.111,ΜΥΡΙΝΑΙΟΙ,821,8,urn:cite:phoros:places.120,,,
urn:cite:phoros:payrec.822,urn:cts:phoros:stele1.year8:right.2.112,ΙΜΒΡΙΟΙ,822,8,urn:cite:phoros:places.218,1626,same,0
urn:cite:phoros:payrec.823,urn:cts:phoros:stele1.year8:right.2.113,ΕΦΑΙΣΣΤΙΕΣ,823,8,urn:cite:phoros:places.94,1064,down,736
